Time	RAW:MW2	RAW:PROMIDA	RAW:PROMIDB	RAW:IAC	RAW:CT	RAW:MPH	RAW:MAP	RAW:RPM	RAW:TPS	RAW:INT	RAW:O2	RAW:MALFFLG1	RAW:MALFFLG2	RAW:MALFFLG3	RAW:MWAF1	RAW:MCU1IO	RAW:MCU2IO	RAW:VOLT	RAW:BLM	RAW:O2_CNT	RAW:ADVANCE	RAW:EGRDC	RAW:MAT	RAW:BPWMSB	RAW:BPWLSB	SENSOR:PROMID	SENSOR:IAC	SENSOR:Coolant Temp	SENSOR:SPEED	SENSOR:MAP	SENSOR:RPM	SENSOR:TPS	SENSOR:INT	SENSOR:O2	SENSOR:Battery Voltage	SENSOR:BLM	SENSOR:rich / lean counter	SENSOR:ADVANCE	SENSOR:EGRDC	SENSOR:MAT	SENSOR:BPW	MW2:Vss Pulse Occured	MW2:ESC 43B Ready for second Pwr Enrich	MW2:DRP Occured	MW2:Factory Test Mode (3.9k Ohms	MW2:Diagnostic Mode (0 Ohms)	MW2:ALDL Mode (10k Ohms)	MW2:High BAT voltage	MW2:Old basttery Flag	MWAF1:Low RPM hysteresis Flag	MWAF1:BLM Enable Flag	MWAF1:Low Battery (IAC Inhibited)	MWAF1:Quasi-Asynch transition Flag	MWAF1:Asynchronous Pulse Flag	MWAF1:1st time C/L or slow rich/lean	MWAF1:Rich Flag	MWAF1:Closed Loop Flag	MCU1IO:IAC coil A	MCU1IO:IAC coil B	MCU1IO:IAC motor on	MCU1IO:Not Used	MCU1IO:Vaccum present	MCU1IO:A/C enabled	MCU1IO:Wastegate bypass	MCU1IO:Park/Neutral	MCU2IO:A/C clutch	MCU2IO:Coolant pullup selected	MCU2IO:TCC Locked	MCU2IO:COP2	MCU2IO:Not Used	MCU2IO:Power Steering active	MCU2IO:Not Used	MCU2IO:Not Used	MALFFLG1:24  VSS (Vehicle Speed Sensor)	MALFFLG1:23  IAT / MAT low (Air Temperature)	MALFFLG1:22  TPS low (Throttle Position Sensor)	MALFFLG1:21  TPS high (Throttle Position Sensor)	MALFFLG1:15  CT low (Coolant Temperature)	MALFFLG1:14  CT high (Coolant Temperature)	MALFFLG1:13  Oxygen sensor	MALFFLG1:12  Engine not running	MALFFLG2:42  EST (Electronic Spark Timing)	MALFFLG2:41  Not Used	MALFFLG2:35  IAC	MALFFLG2:34  MAP low (Manifold Air Pressure)	MALFFLG2:33  MAP high (Manifold Air Pressure)	MALFFLG2:32  EGR (Exhaust Gas Recirculation)	MALFFLG2:31  Wastegate high MAP (overboost)	MALFFLG2:25  MAT high (Air Temperature)	MALFFLG3:55  ADU error	MALFFLG3:54  Not Used	MALFFLG3:53  High BAT voltage	MALFFLG3:52  CAL Pack missing	MALFFLG3:51  PROM error	MALFFLG3:45  O2 rich (Oxygen sensor)	MALFFLG3:44  O2 lean (Oxygen sensor)	MALFFLG3:43  Knock ESC
253.3	164	13	44	58	132	0	82	39	26	160	48	0	0	0	224	167	26	140	135	173	52	0	162	0	155	3372	58	138.2	0	40.6	975	-0.7	160	0.212	14.0	135	173	18.28	0.0	93.2	155	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254.8	160	13	44	58	132	0	80	41	26	159	42	0	0	0	160	167	26	141	135	174	52	0	162	0	154	3372	58	138.2	0	39.9	1025	-0.7	159	0.186	14.1	135	174	18.28	0.0	93.2	154	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256.3	160	13	44	58	133	0	82	39	26	161	33	0	0	0	160	167	26	141	135	177	52	0	162	0	152	3372	58	139.6	0	40.6	975	-0.7	161	0.146	14.1	135	177	18.28	0.0	93.2	152	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
257.7	160	13	44	58	133	0	80	41	26	158	59	0	0	0	160	167	26	140	135	178	52	0	162	0	157	3372	58	139.6	0	39.9	1025	-0.7	158	0.261	14.0	135	178	18.28	0.0	93.2	157	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259.2	160	13	44	58	133	0	79	41	26	162	190	0	0	0	224	165	26	140	135	179	52	0	162	0	155	3372	58	139.6	0	39.5	1025	-0.7	162	0.840	14.0	135	179	18.28	0.0	93.2	155	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260.7	160	13	44	57	134	0	83	39	26	157	29	0	0	0	128	165	26	140	135	181	52	0	162	0	151	3372	57	140.9	0	41.0	975	-0.7	157	0.128	14.0	135	181	18.28	0.0	93.2	151	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
262.2	160	13	44	57	134	0	80	39	26	157	61	0	0	0	160	165	26	140	135	182	52	0	162	0	156	3372	57	140.9	0	39.9	975	-0.7	157	0.270	14.0	135	182	18.28	0.0	93.2	156	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263.6	164	13	44	57	135	0	80	40	26	163	59	0	0	0	224	165	26	140	135	183	52	0	162	0	152	3372	57	142.3	0	39.9	1000	-0.7	163	0.261	14.0	135	183	18.28	0.0	93.2	152	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265.1	164	13	44	57	135	0	79	40	26	159	42	0	0	0	160	165	26	141	135	184	52	0	162	0	160	3372	57	142.3	0	39.5	1000	-0.7	159	0.186	14.1	135	184	18.28	0.0	93.2	160	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266.6	160	13	44	57	135	0	80	40	26	163	182	0	0	0	192	165	26	140	135	186	52	0	162	0	157	3372	57	142.3	0	39.9	1000	-0.7	163	0.804	14.0	135	186	18.28	0.0	93.2	157	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
268.1	164	13	44	57	135	0	79	42	26	160	201	0	0	0	192	165	26	141	135	187	52	0	162	0	152	3372	57	142.3	0	39.5	1050	-0.7	160	0.888	14.1	135	187	18.28	0.0	93.2	152	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269.5	160	13	44	57	135	0	81	40	26	156	25	0	0	0	128	165	26	140	135	188	52	0	162	0	158	3372	57	142.3	0	40.2	1000	-0.7	156	0.111	14.0	135	188	18.28	0.0	93.2	158	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271.0	164	13	44	57	136	0	78	41	26	163	194	0	0	0	192	164	26	140	135	189	52	0	162	0	150	3372	57	143.6	0	39.1	1025	-0.7	163	0.857	14.0	135	189	18.28	0.0	93.2	150	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272.5	164	13	44	56	136	0	80	40	26	158	42	0	0	0	224	164	26	141	135	192	52	0	162	0	156	3372	56	143.6	0	39.9	1000	-0.7	158	0.186	14.1	135	192	18.28	0.0	93.2	156	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273.9	160	13	44	56	136	0	78	40	26	159	177	0	0	0	192	166	26	141	135	194	52	0	162	0	159	3372	56	143.6	0	39.1	1000	-0.7	159	0.782	14.1	135	194	18.28	0.0	93.2	159	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275.4	160	13	44	55	137	0	83	39	26	156	48	0	0	0	128	166	26	140	135	197	52	0	161	0	148	3372	55	144.9	0	41.0	975	-0.7	156	0.212	14.0	135	197	18.28	0.0	93.9	148	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276.9	160	13	44	55	137	0	79	39	26	154	51	0	0	0	160	166	26	140	135	198	52	0	161	0	159	3372	55	144.9	0	39.5	975	-0.7	154	0.225	14.0	135	198	18.28	0.0	93.9	159	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278.3	160	13	44	56	137	0	80	41	26	158	192	0	0	0	224	164	26	140	135	199	52	0	161	0	159	3372	56	144.9	0	39.9	1025	-0.7	158	0.849	14.0	135	199	18.28	0.0	93.9	159	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279.8	164	13	44	57	137	0	89	40	26	157	22	0	0	0	128	165	26	139	135	201	52	0	161	0	154	3372	57	144.9	0	43.2	1000	-0.7	157	0.097	13.9	135	201	18.28	0.0	93.9	154	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281.3	160	13	44	57	137	0	81	39	26	156	166	0	0	0	160	37	26	136	135	203	52	0	161	0	196	3372	57	144.9	0	40.2	975	-0.7	156	0.734	13.6	135	203	18.28	0.0	93.9	196	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282.8	160	13	44	101	138	0	110	38	26	150	37	0	0	0	160	39	26	138	135	204	52	0	161	0	230	3372	101	146.3	0	50.9	950	-0.7	150	0.164	13.8	135	204	18.28	0.0	93.9	230	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284.2	160	13	44	103	138	0	116	40	26	156	17	0	0	0	128	36	26	138	135	204	52	0	161	0	233	3372	103	146.3	0	53.2	1000	-0.7	156	0.075	13.8	135	204	18.28	0.0	93.9	233	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285.7	160	13	44	103	138	1	117	41	26	166	16	0	0	0	128	38	26	138	135	206	52	0	161	0	230	3372	103	146.3	1	53.5	1025	-0.7	166	0.071	13.8	135	206	18.28	0.0	93.9	230	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
287.2	164	13	44	103	139	2	113	41	26	169	32	0	0	0	128	38	26	138	135	210	52	0	161	0	234	3372	103	147.7	2	52.1	1025	-0.7	169	0.141	13.8	135	210	18.28	0.0	93.9	234	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288.7	160	13	44	103	139	2	113	42	26	171	194	0	0	0	192	38	26	137	135	211	52	0	161	0	224	3372	103	147.7	2	52.1	1050	-0.7	171	0.857	13.7	135	211	18.28	0.0	93.9	224	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290.1	160	13	44	103	139	2	113	41	26	162	35	0	0	0	160	38	26	137	135	212	52	0	161	0	234	3372	103	147.7	2	52.1	1025	-0.7	162	0.155	13.7	135	212	18.28	0.0	93.9	234	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291.6	164	13	44	103	139	0	112	42	26	165	174	0	0	0	192	38	26	138	135	213	52	0	161	0	228	3372	103	147.7	0	51.7	1050	-0.7	165	0.769	13.8	135	213	18.28	0.0	93.9	228	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293.1	164	13	44	103	139	4	114	41	26	163	24	0	0	0	128	39	26	138	135	214	52	0	161	0	232	3372	103	147.7	4	52.4	1025	-0.7	163	0.106	13.8	135	214	18.28	0.0	93.9	232	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294.5	160	13	44	102	140	2	112	41	26	168	197	0	0	0	192	39	26	137	135	215	52	0	161	0	228	3372	102	149.0	2	51.7	1025	-0.7	168	0.871	13.7	135	215	18.28	0.0	93.9	228	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296.0	164	13	44	102	140	2	113	41	26	166	128	0	0	0	224	39	26	137	135	217	52	0	161	0	224	3372	102	149.0	2	52.1	1025	-0.7	166	0.566	13.7	135	217	18.28	0.0	93.9	224	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297.5	164	13	44	102	140	2	112	41	26	159	112	0	0	0	160	164	26	139	135	218	52	0	161	0	184	3372	102	149.0	2	51.7	1025	-0.7	159	0.495	13.9	135	218	18.28	0.0	93.9	184	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298.9	164	13	44	55	140	0	100	34	26	159	208	0	0	0	192	164	26	138	135	219	52	0	161	0	195	3372	55	149.0	0	47.3	850	-0.7	159	0.919	13.8	135	219	18.28	0.0	93.9	195	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300.4	160	13	44	102	140	0	112	40	26	148	105	0	0	0	160	39	26	139	135	220	52	0	161	0	222	3372	102	149.0	0	51.7	1000	-0.7	148	0.464	13.9	135	220	18.28	0.0	93.9	222	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301.9	160	13	44	102	141	2	114	40	26	154	17	0	0	0	128	39	26	137	135	220	52	0	161	0	227	3372	102	150.4	2	52.4	1000	-0.7	154	0.075	13.7	135	220	18.28	0.0	93.9	227	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303.4	160	13	44	102	141	4	110	44	26	163	189	0	0	0	224	39	26	138	135	221	52	0	161	0	217	3372	102	150.4	4	50.9	1100	-0.7	163	0.835	13.8	135	221	18.28	0.0	93.9	217	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304.8	160	13	44	101	142	5	109	44	26	161	197	0	0	0	192	37	26	138	135	223	52	0	161	0	217	3372	101	151.7	5	50.6	1100	-0.7	161	0.871	13.8	135	223	18.28	0.0	93.9	217	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306.3	164	13	44	101	142	5	111	42	26	158	20	0	0	0	128	37	26	140	135	224	52	0	161	0	219	3372	101	151.7	5	51.3	1050	-0.7	158	0.088	14.0	135	224	18.28	0.0	93.9	219	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307.8	160	13	44	101	142	4	111	42	26	164	162	0	0	0	160	37	26	137	135	228	52	0	161	0	224	3372	101	151.7	4	51.3	1050	-0.7	164	0.716	13.7	135	228	18.28	0.0	93.9	224	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
309.3	160	13	44	101	142	3	113	41	26	166	33	0	0	0	160	37	26	134	135	230	52	0	162	0	226	3372	101	151.7	3	52.1	1025	-0.7	166	0.146	13.4	135	230	18.28	0.0	93.2	226	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310.7	164	13	44	101	142	2	113	42	26	168	201	0	0	0	192	37	26	141	135	231	52	0	162	0	218	3372	101	151.7	2	52.1	1050	-0.7	168	0.888	14.1	135	231	18.28	0.0	93.2	218	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312.2	164	13	44	101	143	3	116	42	28	161	23	0	0	0	128	37	26	138	135	233	52	0	162	0	233	3372	101	153.1	3	53.2	1050	0.2	161	0.102	13.8	135	233	18.28	0.0	93.2	233	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313.7	164	13	44	101	143	5	114	53	32	153	208	0	0	0	192	37	26	141	146	233	86	0	162	0	212	3372	101	153.1	5	52.4	1325	2.1	153	0.919	14.1	146	233	30.23	0.0	93.2	212	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315.2	36	13	44	101	143	7	107	57	32	128	197	0	0	0	193	37	26	141	146	234	86	0	163	0	206	3372	101	153.1	7	49.8	1425	2.1	128	0.871	14.1	146	234	30.23	0.0	92.4	206	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316.6	37	13	44	100	144	9	103	59	33	128	133	0	0	0	161	36	26	141	146	236	89	0	163	0	190	3372	100	154.4	9	48.4	1475	2.6	128	0.588	14.1	146	236	31.29	0.0	92.4	190	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318.1	32	13	44	100	144	10	98	64	33	133	25	0	0	0	225	36	26	141	146	239	84	0	163	0	234	3372	100	154.4	10	46.5	1600	2.6	133	0.111	14.1	146	239	29.53	0.0	92.4	234	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
319.6	32	13	44	100	144	12	107	54	26	141	197	0	0	0	192	36	26	140	135	242	52	0	163	0	190	3372	100	154.4	12	49.8	1350	-0.7	141	0.871	14.0	135	242	18.28	0.0	92.4	190	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
321.0	160	13	44	100	144	12	110	42	26	132	13	0	0	0	128	36	26	138	135	242	52	0	167	0	206	3372	100	154.4	12	50.9	1050	-0.7	132	0.057	13.8	135	242	18.28	0.0	89.4	206	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322.5	160	13	44	100	144	12	109	44	26	143	10	0	0	0	128	36	26	138	135	242	52	0	164	0	208	3372	100	154.4	12	50.6	1100	-0.7	143	0.044	13.8	135	242	18.28	0.0	91.6	208	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324.0	164	13	44	99	145	12	106	45	26	153	153	0	0	0	192	38	26	139	135	244	52	0	164	0	206	3372	99	155.8	12	49.5	1125	-0.7	153	0.676	13.9	135	244	18.28	0.0	91.6	206	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325.4	160	13	44	99	145	11	106	44	26	153	186	0	0	0	160	38	26	139	135	246	52	0	164	0	209	3372	99	155.8	11	49.5	1100	-0.7	153	0.822	13.9	135	246	18.28	0.0	91.6	209	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326.9	164	13	44	99	145	10	107	44	26	156	61	0	0	0	224	38	26	141	135	249	52	0	164	0	203	3372	99	155.8	10	49.8	1100	-0.7	156	0.270	14.1	135	249	18.28	0.0	91.6	203	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328.4	164	13	44	99	145	11	106	44	26	150	32	0	0	0	160	38	26	141	135	250	52	0	164	0	202	3372	99	155.8	11	49.5	1100	-0.7	150	0.141	14.1	135	250	18.28	0.0	91.6	202	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329.9	160	13	44	99	145	12	105	45	26	148	149	0	0	0	160	38	26	140	135	252	52	0	164	0	215	3372	99	155.8	12	49.1	1125	-0.7	148	0.659	14.0	135	252	18.28	0.0	91.6	215	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331.3	164	13	44	97	146	12	115	47	31	156	15	0	0	0	224	37	26	141	146	253	85	0	164	0	222	3372	97	157.1	12	52.8	1175	1.7	156	0.066	14.1	146	253	29.88	0.0	91.6	222	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332.8	36	13	44	97	146	13	108	56	32	141	206	0	0	0	192	37	26	140	146	253	86	0	161	0	199	3372	97	157.1	13	50.2	1400	2.1	141	0.911	14.0	146	253	30.23	0.0	93.9	199	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334.3	32	13	44	96	147	14	107	56	32	129	192	0	0	0	193	36	26	140	146	0	52	0	161	0	162	3372	96	158.4	14	49.8	1400	2.1	129	0.849	14.0	146	0	18.28	0.0	93.9	162	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335.8	164	13	44	96	147	14	100	47	26	130	17	0	0	0	128	36	26	141	135	2	52	0	160	0	178	3372	96	158.4	14	47.3	1175	-0.7	130	0.075	14.1	135	2	18.28	0.0	94.7	178	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
